name,url
"Administrative Professional - Short Form (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/view/administrative-professional-short-form/
"Administrative Professional - Short Form (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/view/administrative-professional-short-form/
"Administrative Professional - Short Form (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/view/administrative-professional-short-form/
"Agency Manager Solution (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/view/agency-manager-solution/
"Agency Manager Solution (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/view/agency-manager-solution/
"Agency Manager Solution (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/view/agency-manager-solution/
"Apprentice + 8.0 Job Focused Assessment (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/view/apprentice-8-0-job-focused-assessment-4261/
"Apprentice + 8.0 Job Focused Assessment (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/view/apprentice-8-0-job-focused-assessment-4261/
"Apprentice + 8.0 Job Focused Assessment (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/view/apprentice-8-0-job-focused-assessment-4261/
"Apprentice 8.0 Job Focused Assessment (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/view/apprentice-8-0-job-focused-assessment/
"Apprentice 8.0 Job Focused Assessment (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/view/apprentice-8-0-job-focused-assessment/
"Apprentice 8.0 Job Focused Assessment (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/view/apprentice-8-0-job-focused-assessment/
"Bank Administrative Assistant - Short Form (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/view/bank-administrative-assistant-short-form/
"Bank Administrative Assistant - Short Form (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/view/bank-administrative-assistant-short-form/
"Bank Administrative Assistant - Short Form (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/view/bank-administrative-assistant-short-form/
"Bank Collections Agent - Short Form (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/view/bank-collections-agent-short-form/
"Bank Collections Agent - Short Form (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/view/bank-collections-agent-short-form/
"Bank Collections Agent - Short Form (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/view/bank-collections-agent-short-form/
"Bank Operations Supervisor - Short Form (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/view/bank-operations-supervisor-short-form/
"Bank Operations Supervisor - Short Form (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/view/bank-operations-supervisor-short-form/
"Bank Operations Supervisor - Short Form (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/view/bank-operations-supervisor-short-form/
"Bilingual Spanish Reservation Agent Solution (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/view/bilingual-spanish-reservation-agent-solution/
"Bilingual Spanish Reservation Agent Solution (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/view/bilingual-spanish-reservation-agent-solution/
"Bilingual Spanish Reservation Agent Solution (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/view/bilingual-spanish-reservation-agent-solution/
"Bookkeeping, Accounting, Auditing Clerk Short Form (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/view/bookkeeping-accounting-auditing-clerk-short-form/
"Bookkeeping, Accounting, Auditing Clerk Short Form (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/view/bookkeeping-accounting-auditing-clerk-short-form/
"Bookkeeping, Accounting, Auditing Clerk Short Form (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/view/bookkeeping-accounting-auditing-clerk-short-form/
"Branch Manager - Short Form (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/view/branch-manager-short-form/
"Branch Manager - Short Form (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/view/branch-manager-short-form/
"Branch Manager - Short Form (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/view/branch-manager-short-form/
"Cashier Solution (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/view/cashier-solution/
"Cashier Solution (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/view/cashier-solution/
"Cashier Solution (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/view/cashier-solution/
"2 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=1&start=12&type=2
"2 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=1&start=12&type=2
"2 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=1&start=12&type=2
"3 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=1&start=24&type=2
"3 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=1&start=24&type=2
"3 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=1&start=24&type=2
"12 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=1&start=132&type=2
"12 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=1&start=132&type=2
"12 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=1&start=132&type=2
"Next (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=1&start=12&type=2
"Next (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=1&start=12&type=2
"Next (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=1&start=12&type=2
"Global Skills Development Report (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/view/global-skills-development-report/
"Global Skills Development Report (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/view/global-skills-development-report/
"Global Skills Development Report (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/view/global-skills-development-report/
".NET Framework 4.5 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/view/net-framework-4-5/
".NET Framework 4.5 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/view/net-framework-4-5/
".NET Framework 4.5 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/view/net-framework-4-5/
".NET MVC (New) (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/view/net-mvc-new/
".NET MVC (New) (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/view/net-mvc-new/
".NET MVC (New) (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/view/net-mvc-new/
".NET MVVM (New) (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/view/net-mvvm-new/
".NET MVVM (New) (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/view/net-mvvm-new/
".NET MVVM (New) (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/view/net-mvvm-new/
".NET WCF (New) (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/view/net-wcf-new/
".NET WCF (New) (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/view/net-wcf-new/
".NET WCF (New) (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/view/net-wcf-new/
".NET WPF (New) (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/view/net-wpf-new/
".NET WPF (New) (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/view/net-wpf-new/
".NET WPF (New) (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/view/net-wpf-new/
".NET XAML (New) (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/view/net-xaml-new/
".NET XAML (New) (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/view/net-xaml-new/
".NET XAML (New) (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/view/net-xaml-new/
"Accounts Payable (New) (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/view/accounts-payable-new/
"Accounts Payable (New) (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/view/accounts-payable-new/
"Accounts Payable (New) (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/view/accounts-payable-new/
"Accounts Payable Simulation (New) (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/view/accounts-payable-simulation-new/
"Accounts Payable Simulation (New) (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/view/accounts-payable-simulation-new/
"Accounts Payable Simulation (New) (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/view/accounts-payable-simulation-new/
"Accounts Receivable (New) (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/view/accounts-receivable-new/
"Accounts Receivable (New) (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/view/accounts-receivable-new/
"Accounts Receivable (New) (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/view/accounts-receivable-new/
"Accounts Receivable Simulation (New) (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/view/accounts-receivable-simulation-new/
"Accounts Receivable Simulation (New) (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/view/accounts-receivable-simulation-new/
"Accounts Receivable Simulation (New) (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/view/accounts-receivable-simulation-new/
"ADO.NET (New) (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/view/ado-net-new/
"ADO.NET (New) (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/view/ado-net-new/
"ADO.NET (New) (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/view/ado-net-new/
"2 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=1&start=12&type=1
"2 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=1&start=12&type=1
"2 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=1&start=12&type=1
"3 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=1&start=24&type=1
"3 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=1&start=24&type=1
"3 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=1&start=24&type=1
"32 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=1&start=372&type=1
"32 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=1&start=372&type=1
"32 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=1&start=372&type=1
"Next (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=1&start=12&type=1
"Next (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=1&start=12&type=1
"Next (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=1&start=12&type=1
"Product Catalog (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/
"Product Catalog (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/
"Product Catalog (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/
"2 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=2&start=12&type=2
"2 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=2&start=12&type=2
"2 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=2&start=12&type=2
"3 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=2&start=24&type=2
"3 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=2&start=24&type=2
"3 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=2&start=24&type=2
"12 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=2&start=132&type=2
"12 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=2&start=132&type=2
"12 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=2&start=132&type=2
"Next (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=2&start=12&type=2
"Next (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=2&start=12&type=2
"Next (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=2&start=12&type=2
"2 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=2&start=12&type=1
"2 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=2&start=12&type=1
"2 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=2&start=12&type=1
"3 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=2&start=24&type=1
"3 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=2&start=24&type=1
"3 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=2&start=24&type=1
"32 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=2&start=372&type=1
"32 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=2&start=372&type=1
"32 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=2&start=372&type=1
"Next (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=2&start=12&type=1
"Next (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=2&start=12&type=1
"Next (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=2&start=12&type=1
"2 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=3&start=12&type=2
"2 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=3&start=12&type=2
"2 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=3&start=12&type=2
"3 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=3&start=24&type=2
"3 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=3&start=24&type=2
"3 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=3&start=24&type=2
"12 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=3&start=132&type=2
"12 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=3&start=132&type=2
"12 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=3&start=132&type=2
"Next (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=3&start=12&type=2
"Next (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=3&start=12&type=2
"Next (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=3&start=12&type=2
"2 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=3&start=12&type=1
"2 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=3&start=12&type=1
"2 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=3&start=12&type=1
"3 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=3&start=24&type=1
"3 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=3&start=24&type=1
"3 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=3&start=24&type=1
"32 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=3&start=372&type=1
"32 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=3&start=372&type=1
"32 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=3&start=372&type=1
"Next (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=3&start=12&type=1
"Next (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=3&start=12&type=1
"Next (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=3&start=12&type=1
"2 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=4&start=12&type=2
"2 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=4&start=12&type=2
"2 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=4&start=12&type=2
"3 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=4&start=24&type=2
"3 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=4&start=24&type=2
"3 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=4&start=24&type=2
"12 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=4&start=132&type=2
"12 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=4&start=132&type=2
"12 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=4&start=132&type=2
"Next (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=4&start=12&type=2
"Next (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=4&start=12&type=2
"Next (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=4&start=12&type=2
"2 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=4&start=12&type=1
"2 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=4&start=12&type=1
"2 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=4&start=12&type=1
"3 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=4&start=24&type=1
"3 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=4&start=24&type=1
"3 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=4&start=24&type=1
"32 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=4&start=372&type=1
"32 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=4&start=372&type=1
"32 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=4&start=372&type=1
"Next (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=4&start=12&type=1
"Next (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=4&start=12&type=1
"Next (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=4&start=12&type=1
"2 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=5&start=12&type=2
"2 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=5&start=12&type=2
"2 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=5&start=12&type=2
"3 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=5&start=24&type=2
"3 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=5&start=24&type=2
"3 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=5&start=24&type=2
"12 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=5&start=132&type=2
